-0.070471;0.31595;-0.95479;1
-0.14598;0.15035;-0.97789;0.99278
-0.2266;-0.014124;-0.99315;0.98423
-0.3104;-0.17397;-1;0.97453
-0.39536;-0.32599;-0.998;0.96388
-0.47949;-0.46734;-0.98685;0.95251
-0.56088;-0.59559;-0.96647;0.94065
-0.6378;-0.70868;-0.93699;0.92855
-0.70877;-0.80491;-0.89876;0.91645
-0.77261;-0.88294;-0.85241;0.90457
-0.82849;-0.9418;-0.79877;0.8931
-0.87594;-0.98089;-0.73889;0.88221
-0.91487;-1;-0.67402;0.87202
-0.94552;-0.99926;-0.60548;0.86261
-0.96843;-0.97913;-0.53465;0.85404
-0.98438;-0.94034;-0.46287;0.84633
-0.99428;-0.88381;-0.39134;0.83948
-0.99914;-0.81067;-0.32104;0.83346
-1;-0.7222;-0.25271;0.82826
-0.99784;-0.61995;-0.18673;0.82385
-0.99359;-0.50579;-0.12314;0.82022
-0.98804;-0.38201;-0.061662;0.81738
-0.98186;-0.25139;-0.0017401;0.81537
-0.97558;-0.11719;0.057366;0.81422
-0.96953;0.016809;0.11644;0.81399
-0.96395;0.14648;0.17618;0.81475
-0.95891;0.26744;0.237;0.81657
-0.95437;0.37528;0.29891;0.8195
-0.95024;0.46579;0.36135;0.82358
-0.94633;0.53521;0.42312;0.82882
-0.94241;0.58055;0.48234;0.83518
-0.93824;0.59982;0.53652;0.84257
-0.93354;0.59227;0.5826;0.85087
-0.92806;0.55852;0.61722;0.85986
-0.92162;0.5006;0.63692;0.86931
-0.91414;0.42183;0.63845;0.87894
-0.90567;0.32668;0.6191;0.88844
-0.89644;0.22048;0.57701;0.89748
-0.88681;0.1091;0.51146;0.90575
-0.87734;-0.0013952;0.4231;0.91297
-0.86869;-0.10519;0.31407;0.91888
-0.86158;-0.19705;0.18803;0.9233
-0.85674;-0.27266;0.050057;0.9261
-0.85486;-0.32889;-0.093547;0.92723
-0.85644;-0.36396;-0.23558;0.92672
-0.86183;-0.37752;-0.36835;0.92466
-0.87106;-0.37057;-0.48413;0.92123
-0.88383;-0.34531;-0.57569;0.91667
-0.89949;-0.30488;-0.63678;0.91123
